Reporting Entity,Facility Name,Type,State,Electricity Production (GJ),ACTUAL_GEN,EMISSION,EMISSION_SCOPE_2,TOTAL_EMISSION,EMISSION INTENSITY,Grid Connected,Grid,FUELTYPE,Important Notes
ENERGY QUEENSLAND LIMITED,Coconut Island Remote Generation,F,QLD,"3,673","1,020",756,0,756,0.74,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Coen Remote Generation,F,QLD,"6,271","1,742","1,164",0,"1,164",0.67,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Darnley Island Remote Generation,F,QLD,"5,048","1,402","1,029",0,"1,029",0.73,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Dauan Island Remote Generation,F,QLD,"3,028",841,627,0,627,0.75,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Doomadgee Remote Generation,F,QLD,"25,221","7,006","4,474",0,"4,474",0.64,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Energy Impact - Bromelton Peak Generation Plant - Facility,F,QLD,"1,008",280,203,444,647,0.72,On,NEM,Diesel,-
ENERGY QUEENSLAND LIMITED,Energy Impact - Generation - Facility,F,QLD,"1,189",330,233,0,233,0.71,On,NEM,Diesel,-
ENERGY QUEENSLAND LIMITED,Gununa Remote Generation,F,QLD,"22,007","6,113","4,282",0,"4,282",0.7,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Hammond Island,F,QLD,"2,383",662,527,0,527,0.8,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Jundah Remote Generation,F,QLD,"3,680","1,022",750,0,750,0.73,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Kowanyama Remote Generation,F,QLD,"17,735","4,927","3,427",0,"3,427",0.7,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Kubin Island Remote Generation,F,QLD,"7,614","2,115","1,450",0,"1,450",0.69,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Lockhart River Remote Generation,F,QLD,"9,184","2,551","1,843",0,"1,843",0.72,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Mabuig Island Remote Generation,F,QLD,"3,897","1,083",807,0,807,0.75,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Mapoon Remote Generation,F,QLD,"5,612","1,559","1,066",0,"1,066",0.68,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Murray Island Remote Generation,F,QLD,"7,875","2,187","1,454",0,"1,454",0.66,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Palm Island Remote Generation,F,QLD,"27,964","7,768","5,442",0,"5,442",0.7,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Pormpuraaw,F,QLD,"11,442","3,179","2,246",0,"2,246",0.71,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Sabai Island Remote Generation,F,QLD,"5,438","1,511","1,088",0,"1,088",0.72,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Stephen Island Remote Generation,F,QLD,"1,490",414,315,0,315,0.76,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Thursday Island Remote Generation,F,QLD,"87,610","24,336","16,454",0,"16,454",0.68,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Warraber Island Remote Generation,F,QLD,"4,700","1,305",946,0,946,0.72,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Wasaga Remote Generation,F,QLD,"15,077","4,188","3,088",0,"3,088",0.74,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Windorah Remote Generation,F,QLD,"4,064","1,129",787,0,787,0.7,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Yam Island,F,QLD,"5,771","1,603","1,066",0,"1,066",0.67,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,York Island,F,QLD,"5,088","1,413",941,0,941,0.67,Off,Off-grid,Diesel,-
ENERGY QUEENSLAND LIMITED,Corporate Total,C,-,"431,743","119,929","87,115",703,"87,818",-,-,-,-,-
EnergyAustralia Holdings Limited,Hallett Power Station,F,SA,"71,647","19,902","19,790","1,897","21,687",0.99,On,NEM,Gas,-
EnergyAustralia Holdings Limited,Jeeralang Power Station,F,VIC,"533,473","148,187","110,929","6,636","117,565",0.75,On,NEM,Gas,-
EnergyAustralia Holdings Limited,Mt Piper Power Station,F,NSW,"24,820,121","6,894,478","5,916,404","28,551","5,944,955",0.86,On,NEM,Black Coal,-
EnergyAustralia Holdings Limited,Newport Power Station,F,VIC,"2,598,296","721,749","381,551","25,209","406,760",0.53,On,NEM,Gas,-
EnergyAustralia Holdings Limited,Tallawarra Power Station,F,NSW,"3,441,659","956,017","355,272","7,310","362,582",0.37,On,NEM,Gas,-
EnergyAustralia Holdings Limited,Yallourn Power Station,F,VIC,"36,478,944","10,133,040","13,302,360","164,842","13,467,202",1.31,On,NEM,Brown Coal,-
EnergyAustralia Holdings Limited,Corporate Total,C,-,"67,944,140","18,873,372","20,086,306","234,445","20,320,751",-,-,-,-,-
ERM Power Limited,Newgen Neerabup Power Station,F,WA,"672,822","186,895","112,916","2,920","115,836",0.6,On,SWIS,Gas,-
ERM Power Limited,Oakey Power Station,F,QLD,"61,655","17,126","11,734","2,104","13,838",0.69,On,NEM,Gas,-
ERM Power Limited,Corporate Total,C,-,"734,477","204,022","124,650","5,024","129,674",-,-,-,-,-
Esperance Power Station Pty Ltd,Esperance Power Station,F,WA,"233,659","64,905","51,930",0,"51,930",0.8,Off,Off-grid,Gas,-
Esperance Power Station Pty Ltd,Corporate Total,C,-,"233,659","64,905","51,930",0,"51,930",-,-,-,-,-
Essential Energy,Essential Energy Generation Facility - Broken Hill Gas Turbine,F,NSW,140,39,0,261,261,0,On,NEM,Diesel,-
Essential Energy,Corporate Total,C,-,140,39,0,261,261,-,-,-,-,-
Fengate Exmouth Energy SPV PTY LTD,Exmouth Power Station Pty Ltd,F,WA,"90,341","25,095","17,269",0,"17,269",0.69,Off,Off-grid,Gas,-
Fengate Exmouth Energy SPV PTY LTD,Corporate Total,C,-,"90,341","25,095","17,269",0,"17,269",-,-,-,-,-
Fortescue Metals Group Ltd,Solomon Power Station,F,WA,"1,043,858","289,961","182,117",0,"182,117",0.63,Off,Off-grid,Gas,-
Fortescue Metals Group Ltd,Corporate Total,C,-,"1,043,858","289,961","182,117",0,"182,117",-,-,-,-,-
GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Crookwell 2 Wind farm,F,NSW,"647,812","179,948",308,189,497,0,On,NEM,Wind,-
GLOBAL POWER GENERATION AUSTRALIA PTY LTD,Corporate Total,C,-,"647,812","179,948",308,189,497,-,-,-,-,-
Goldfields Power Pty Ltd,Parkeston Power Station,F,WA,"603,059","167,516","99,889",0,"99,889",0.6,On,SWIS,Gas,-
Goldfields Power Pty Ltd,Corporate Total,C,-,"603,059","167,516","99,889",0,"99,889",-,-,-,-,-
Hydro Power Pty Limited,Wyangala A,F,NSW,"152,255","42,293",0,0,0,0,On,NEM,Hydro,-
Hydro Power Pty Limited,Corporate Total,C,-,"152,255","42,293",0,0,0,-,-,-,-,-
HYDRO-ELECTRIC CORPORATION,Bastyan Hydro Power Station,F,TAS,"1,376,709","382,419",0,23,23,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Butlers Gorge Hydro Power Station,F,TAS,"344,641","95,734",0,0,0,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Catagunya Hydro Power Station,F,TAS,"826,521","229,589",0,30,30,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Cethana Hydro Power Station,F,TAS,"1,464,015","406,671",0,445,445,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Cluny Hydro Power Station,F,TAS,"318,955","88,599",0,21,21,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Devils Gate Hydro Power Station,F,TAS,"532,038","147,788",0,44,44,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Fisher Hydro Power Station,F,TAS,"889,688","247,136",0,0,0,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Flinders Island Power Station,F,TAS,"17,129","4,758","1,955",17,"1,972",0.41,Off,Off-grid,Wind,-
HYDRO-ELECTRIC CORPORATION,Gordon Hydro Power Station,F,TAS,"5,410,792","1,502,998",0,129,129,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,John Butters Hydro Power Station,F,TAS,"2,065,881","573,856",0,350,350,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,King Island Power Station,F,TAS,"47,005","13,057","4,223",0,"4,223",0.32,Off,Off-grid,Wind,-
HYDRO-ELECTRIC CORPORATION,Lake Echo Hydro Power Station,F,TAS,"296,452","82,348",0,16,16,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Lake Margaret Lower Hydro Power station,F,TAS,"29,333","8,148",0,5,5,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Lake Margaret Upper Hydro Power Station,F,TAS,"155,915","43,310",0,2,2,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Lemonthyme Hydro Power Station,F,TAS,"1,018,208","282,835",0,44,44,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Liapootah Hydro Power Station,F,TAS,"1,615,251","448,681",0,68,68,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Mackintosh Hydro Power Station,F,TAS,"1,365,635","379,343",0,35,35,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Meadowbank Hydro Power Station,F,TAS,"616,109","171,141",0,21,21,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Paloona Hydro Power Station,F,TAS,"453,429","125,953",0,19,19,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Parangana Hydro Power Station,F,TAS,"16,533","4,593",0,0,0,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Poatina Hydro Power Station,F,TAS,"4,749,158","1,319,211",0,"1,243","1,243",0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Reece Hydro Power Station,F,TAS,"3,548,975","985,826",0,"1,427","1,427",0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Rowallan Hydro Power Station,F,TAS,"159,641","44,345",0,0,0,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Tamar Valley Power Station,F,TAS,"1,740,438","483,455","217,235","1,714","218,949",0.45,On,NEM,Gas,-
HYDRO-ELECTRIC CORPORATION,Tarraleah Hydro Power Station,F,TAS,"2,310,057","641,683",0,116,116,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Tods Corner Hydro Power Station,F,TAS,"5,745","1,596",0,7,7,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Trevallyn Hydro Power Station,F,TAS,"1,458,511","405,142",0,39,39,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Tribute Hydro Power Station,F,TAS,"867,017","240,838",0,50,50,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Tungatinah Hydro Power Station,F,TAS,"2,076,371","576,770",0,142,142,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Wayatinah Hydro Power Station,F,TAS,"921,802","256,056",0,54,54,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Wilmot Hydro Power Station,F,TAS,"462,497","128,471",0,44,44,0,On,NEM,Hydro,-
HYDRO-ELECTRIC CORPORATION,Corporate Total,C,-,"37,160,451","10,322,349","223,413","6,105","229,518",-,-,-,-,-
Impact Investment Group Pty Ltd ATF Regenerative Capital Unit Trust,Baking Board Solar Farm,F,QLD,"62,166","17,268",9,46,55,0,On,NEM,Solar,-
Impact Investment Group Pty Ltd ATF Regenerative Capital Unit Trust,Karratha Solar Power No 1 Pty Ltd,F,WA,"7,067","1,963",0,9,9,0,On,NWIS,Solar,-
Impact Investment Group Pty Ltd ATF Regenerative Capital Unit Trust,Mount Majura Solar Farm,F,ACT,"14,863","4,129",0,1,1,0,On,NEM,Solar,-
Impact Investment Group Pty Ltd ATF Regenerative Capital Unit Trust,Swan Hill Solar Farm,F,VIC,"127,432","35,398",2,106,108,0,On,NEM,Solar,-
Impact Investment Group Pty Ltd ATF Regenerative Capital Unit Trust,Williamsdale Solar Farm,F,ACT,"73,956","20,543",2,58,60,0,On,NEM,Solar,-
Impact Investment Group Pty Ltd ATF Regenerative Capital Unit Trust,Corporate Total,C,-,"285,484","79,301",13,220,233,-,-,-,-,-
Infigen Energy Limited,Alinta Wind Farm,F,WA,"1,259,669","349,908",77,565,642,0,On,SWIS,Wind,-
Infigen Energy Limited,Bodangora Wind Farm,F,NSW,"362,610","100,725",53,90,143,0,On,NEM,Wind,-
Infigen Energy Limited,Capital Wind Farm,F,NSW,"1,328,023","368,895",144,765,909,0,On,NEM,Wind,-
Infigen Energy Limited,"Lake Bonney Stage 1,2 & 3 Wind Farm",F,SA,"2,441,318","678,144",103,821,924,0,On,NEM,Wind,-
Infigen Energy Limited,Smithfield Gas Turbine,F,NSW,"9,537","2,649","1,836",127,"1,963",0.69,On,NEM,Gas,-
Infigen Energy Limited,Woodlawn Wind Farm,F,NSW,"546,193","151,720",46,178,224,0,On,NEM,Wind,-
Infigen Energy Limited,Corporate Total,C,-,"5,947,350","1,652,041","2,259","2,546","4,805",-,-,-,-,-
International Power (Australia) Holdings Pty Limited,Canunda Wind Farm,F,SA,"474,347","131,763",13,101,114,0,On,NEM,Wind,-
International Power (Australia) Holdings Pty Limited,Dry Creek Power Station,F,SA,"29,759","8,267","8,190",383,"8,573",0.99,On,NEM,Gas,-
International Power (Australia) Holdings Pty Limited,Mintaro Power Station,F,SA,"39,848","11,069","9,524",96,"9,620",0.86,On,NEM,Gas,-
International Power (Australia) Holdings Pty Limited,Pelican Point Power Station,F,SA,"11,097,594","3,082,665","1,220,745","3,452","1,224,197",0.4,On,NEM,Gas,-
International Power (Australia) Holdings Pty Limited,Port Lincoln Power Station,F,SA,"9,890","2,747","4,246",322,"4,568",1.55,On,NEM,Diesel,-
International Power (Australia) Holdings Pty Limited,Snuggery Power Station,F,SA,"5,588","1,552","1,753",439,"2,192",1.13,On,NEM,Diesel,-
International Power (Australia) Holdings Pty Limited,Corporate Total,C,-,"11,657,026","3,238,063","1,244,471","4,793","1,249,264",-,-,-,-,-
KARADOC SOLAR FARM HOLDCO PTY LTD,KARADOC SOLAR FARM,F,VIC,"459,184","127,551",0,326,326,0,On,NEM,Solar,-
KARADOC SOLAR FARM HOLDCO PTY LTD,Corporate Total,C,-,"459,184","127,551",0,326,326,-,-,-,-,-
KIAMCO Foresight Hanwha Barcaldine 1 Pty Ltd,Barcaldine Remote Community Solar Farm Pty Ltd,F,QLD,"197,268","54,797",0,122,122,0,On,NEM,Solar,-
KIAMCO Foresight Hanwha Barcaldine 1 Pty Ltd,Corporate Total,C,-,"197,268","54,797",0,122,122,-,-,-,-,-
Kiata Wind Farm Holdings Pty Ltd,Kiata Wind Farm Pty Ltd,F,VIC,"474,210","131,725",7,165,172,0,On,NEM,Wind,-
Kiata Wind Farm Holdings Pty Ltd,Corporate Total,C,-,"474,210","131,725",7,165,172,-,-,-,-,-
LGI LIMITED,Benaraby LFGE Station,F,QLD,"25,625","7,118",467,0,467,0.07,On,NEM,Landfill Gas,-
LGI LIMITED,Bunya LFGE Station,F,QLD,"10,289","2,858",342,0,342,0.12,On,NEM,Landfill Gas,-
LGI LIMITED,Caboolture LFGE Station,F,QLD,"34,801","9,667",672,0,672,0.07,On,NEM,Landfill Gas,-
LGI LIMITED,Dakabin LFGE Station,F,QLD,"41,270","11,464",633,0,633,0.06,On,NEM,Landfill Gas,-
LGI LIMITED,Maryborough LFGE Station,F,QLD,"27,785","7,718",513,0,513,0.07,On,NEM,Landfill Gas,-
LGI LIMITED,Willawong LFGE Station,F,QLD,"16,470","4,575",305,0,305,0.07,On,NEM,Landfill Gas,-
LGI LIMITED,Corporate Total,C,-,"156,240","43,400","2,932",0,"2,932",-,-,-,-,-
Lighthouse Infrastructure Management Limited,Emerald Solar Park,F,QLD,"416,285","115,635",0,1,1,0,On,NEM,Solar,-
Lighthouse Infrastructure Management Limited,Corporate Total,C,-,"416,285","115,635",0,1,1,-,-,-,-,-
LILYVALE HOLDINGS CO PTY. LTD.,Lilyvale Solar Farm,F,QLD,"142,610","39,614",15,211,226,0,On,NEM,Solar,-
LILYVALE HOLDINGS CO PTY. LTD.,Corporate Total,C,-,"142,610","39,614",15,211,226,-,-,-,-,-
LMS Energy Pty Ltd,Albury Renewable Energy Facility,F,NSW,"21,840","6,066",344,0,344,0.06,On,NEM,Landfill Gas,-
LMS Energy Pty Ltd,Awaba Renewable Energy Facility,F,NSW,"19,513","5,420",301,0,301,0.06,On,NEM,Landfill Gas,-
LMS Energy Pty Ltd,Ballarat Renewable Energy Facility,F,VIC,"23,994","6,665",386,0,386,0.06,On,NEM,Landfill Gas,-
LMS Energy Pty Ltd,Bendigo Renewable Energy Facility,F,VIC,"13,992","3,886",216,0,216,0.06,On,NEM,Landfill Gas,-
LMS Energy Pty Ltd,Birkdale Renewable Energy Facility,F,QLD,"17,991","4,997",285,0,285,0.06,On,NEM,Landfill Gas,-
LMS Energy Pty Ltd,Copping Renewable Energy Facility,F,TAS,"11,196","3,110",161,0,161,0.05,On,NEM,Landfill Gas,-
LMS Energy Pty Ltd,Darwin Renewable Energy Facility,F,NT,"31,626","8,785",492,0,492,0.06,On,DKIS,Landfill Gas,-
LMS Energy Pty Ltd,Drysdale Renewable Energy Facility,F,VIC,"13,415","3,726",199,0,199,0.05,On,NEM,Landfill Gas,-
LMS Energy Pty Ltd,Eastern Creek 2 Renewable Energy Facility,F,NSW,"189,355","52,598","2,813",0,"2,813",0.05,On,NEM,Landfill Gas,-
LMS Energy Pty Ltd,Hampton Park Renewable Energy Facility,F,VIC,"226,025","62,785","3,252",0,"3,252",0.05,On,NEM,Landfill Gas,-
LMS Energy Pty Ltd,Ipswich Renewable Energy Facility,F,QLD,"14,962","4,156",241,0,241,0.06,On,NEM,Landfill Gas,-
LMS Energy Pty Ltd,Mornington Peninsula Renewable Energy Facility,F,VIC,"22,803","6,334",344,0,344,0.05,On,NEM,Landfill Gas,-
LMS Energy Pty Ltd,NAWMA Renewable Energy Facility,F,SA,"33,375","9,271",531,0,531,0.06,On,NEM,Landfill Gas,-
LMS Energy Pty Ltd,NAWMA Solar Facility,F,SA,"6,872","1,909",0,0,0,0,On,NEM,Solar,-
LMS Energy Pty Ltd,Newcastle Renewable Energy Facility,F,NSW,"67,093","18,637",995,0,995,0.05,On,NEM,Landfill Gas,-
LMS Energy Pty Ltd,Remount Renewable Energy Facility,F,TAS,"33,909","9,419",496,0,496,0.05,On,NEM,Landfill Gas,-
LMS Energy Pty Ltd,Rochedale Renewable Energy Facility,F,QLD,"138,287","38,413","2,182",0,"2,182",0.06,On,NEM,Landfill Gas,-
LMS Energy Pty Ltd,Shepparton Renewable Energy Facility,F,VIC,"23,338","6,483",357,0,357,0.06,On,NEM,Landfill Gas,-
LMS Energy Pty Ltd,South Cardup Renewable Energy Facility,F,WA,"106,712","29,642","1,674",0,"1,674",0.06,On,SWIS,Landfill Gas,-
LMS Energy Pty Ltd,Stapylton Renewable Energy Facility,F,QLD,"84,321","23,423","1,295",0,"1,295",0.06,On,NEM,Landfill Gas,-
LMS Energy Pty Ltd,Swanbank Renewable Energy Facility,F,QLD,"44,458","12,349",692,0,692,0.06,On,NEM,Landfill Gas,-
LMS Energy Pty Ltd,Wollert Renewable Energy Facility,F,VIC,"211,580","58,772","3,264",0,"3,264",0.06,On,NEM,Landfill Gas,-
LMS Energy Pty Ltd,Wyndham Renewable Energy Facility,F,VIC,"88,589","24,608","1,375",0,"1,375",0.06,On,NEM,Landfill Gas,-
LMS Energy Pty Ltd,Wyong Renewable Energy Facility,F,NSW,"68,108","18,919","1,070",0,"1,070",0.06,On,NEM,Landfill Gas,-
LMS Energy Pty Ltd,Corporate Total,C,-,"1,513,354","420,376","22,965",0,"22,965",-,-,-,-,-
Longreach Asset Company Pty Ltd,Longreach SF,F,QLD,"117,285","32,579",0,0,0,0,On,NEM,Solar,-
Longreach Asset Company Pty Ltd,Corporate Total,C,-,"117,285","32,579",0,0,0,-,-,-,-,-
Loy Yang Holdings Pty Ltd,Kwinana Cogeneration Plant,F,WA,"2,986,632","829,620","444,053",0,"444,053",0.54,On,SWIS,Gas,-
Loy Yang Holdings Pty Ltd,Corporate Total,C,-,"2,986,632","829,620","444,053",0,"444,053",-,-,-,-,-
Meridian Energy Australia Pty Ltd,Burrinjuck Hydro,F,NSW,"86,291","23,970",31,72,103,0,On,NEM,Hydro,-
Meridian Energy Australia Pty Ltd,Hume Hydro,F,NSW,"631,949","175,541",47,95,142,0,On,NEM,Hydro,-
Meridian Energy Australia Pty Ltd,Mt Mercer Wind farm Pty Ltd,F,VIC,"1,320,264","366,740",165,0,165,0,On,NEM,Wind,-
Meridian Energy Australia Pty Ltd,Mt Millar Wind Farm Pty Ltd,F,SA,"640,853","178,015",63,0,63,0,On,NEM,Wind,-
Meridian Energy Australia Pty Ltd,Corporate Total,C,-,"2,679,357","744,266",306,167,473,-,-,-,-,-
Momentum Energy Pty Limited,Alfred Hospital Cogeneration Plant,F,VIC,"53,703","14,917","14,334",445,"14,779",0.96,On,NEM,Gas,-
Momentum Energy Pty Limited,Dandenong Hospital Cogeneration Plant,F,VIC,"57,089","15,858","14,243",330,"14,573",0.9,On,NEM,Gas,-
Momentum Energy Pty Limited,Geelong Hospital Cogeneration Plant,F,VIC,"62,050","17,236","13,360",393,"13,753",0.78,On,NEM,Gas,-
Momentum Energy Pty Limited,Royal Melbourne Hospital Cogeneration Plant,F,VIC,"126,627","35,174","29,761",382,"30,143",0.85,On,NEM,Gas,-
Momentum Energy Pty Limited,ST. Vincent’s Hospital Cogeneration Plant,F,VIC,"58,118","16,144","14,783",416,"15,199",0.92,On,NEM,Gas,-
Momentum Energy Pty Limited,Corporate Total,C,-,"357,587","99,329","86,481","1,966","88,447",-,-,-,-,-
Mortons Lane Wind Farm (Holding) Pty Ltd,Mortons Lane Windfarm Pty Ltd,F,VIC,"236,581","65,717",0,0,0,0,On,NEM,Wind,-
Mortons Lane Wind Farm (Holding) Pty Ltd,Corporate Total,C,-,"236,581","65,717",0,0,0,-,-,-,-,-
Mumbida Wind Farm No 1 Holdings Pty Ltd,Mumbida Wind Farm Pty Ltd,F,WA,"722,672","200,742",72,328,400,0,On,SWIS,Wind,-
Mumbida Wind Farm No 1 Holdings Pty Ltd,Corporate Total,C,-,"722,672","200,742",72,328,400,-,-,-,-,-
NEOEN AUSTRALIA PTY LTD,COLEAMBALLY SOLAR PTY LTD,F,NSW,"997,904","277,195",42,"1,068","1,110",0,On,NEM,Solar,-
NEOEN AUSTRALIA PTY LTD,DEGRUSSA SOLAR PROJECT PTY LTD,F,WA,"79,440","22,067",4,282,286,0,Off,Off-grid,Solar,-
NEOEN AUSTRALIA PTY LTD,DUBBO SOLAR HUB PTY LTD,F,NSW,"214,223","59,507",7,82,89,0,On,NEM,Solar,-
NEOEN AUSTRALIA PTY LTD,GRIFFITH SOLAR FARM PTY LTD,F,NSW,"250,942","69,706",11,106,117,0,On,NEM,Solar,-
NEOEN AUSTRALIA PTY LTD,HORNSDALE POWER RESERVE PTY LTD,F,SA,0,0,34,"4,225","4,259",0,On,NEM,Battery,-
NEOEN AUSTRALIA PTY LTD,HWF1 Pty Ltd,F,SA,"1,360,885","378,024",27,110,137,0,On,NEM,Wind,-
NEOEN AUSTRALIA PTY LTD,HWF2 Pty Ltd,F,SA,"1,291,697","358,805",27,113,140,0,On,NEM,Wind,-
NEOEN AUSTRALIA PTY LTD,HWF3 PTY LTD,F,SA,"1,366,437","379,566",28,110,138,0,On,NEM,Wind,-
NEOEN AUSTRALIA PTY LTD,NUMURKAH SOLAR FARM PTY LTD,F,VIC,"46,219","12,839",42,255,297,0,On,NEM,Solar,-
NEOEN AUSTRALIA PTY LTD,PARKES SOLAR FARM PTY LTD,F,NSW,"489,201","135,889",20,273,293,0,On,NEM,Solar,-
NEOEN AUSTRALIA PTY LTD,Corporate Total,C,-,"6,096,948","1,693,596",242,"6,624","6,866",-,-,-,-,-
NewGen Kwinana Holdings Pty Ltd,Kwinana Gas Fired Power Station,F,WA,"7,260,773","2,016,881","793,003",156,"793,159",0.39,On,SWIS,Gas,-
NewGen Kwinana Holdings Pty Ltd,Corporate Total,C,-,"7,260,773","2,016,881","793,003",156,"793,159",-,-,-,-,-
NRG Victoria 1 Pty Ltd,Gladstone Power Station,F,QLD,"30,329,899","8,424,972","7,868,001","49,198","7,917,199",0.93,On,NEM,Black Coal,-
NRG Victoria 1 Pty Ltd,Corporate Total,C,-,"30,329,899","8,424,972","7,868,001","49,198","7,917,199",-,-,-,-,-
Origin Energy Limited,Australand,F,NSW,10,3,0,0,0,0,On,NEM,Gas,-
Origin Energy Limited,Ballarat Solar Park,F,VIC,710,197,0,2,2,0,On,NEM,Solar,-
Origin Energy Limited,Bendigo Solar Park,F,VIC,"1,673",465,0,4,4,0,On,NEM,Solar,-
Origin Energy Limited,Blackmores,F,NSW,"4,819","1,339",955,55,"1,010",0.71,On,NEM,Gas,-
Origin Energy Limited,Bond,F,NSW,"2,845",790,457,32,489,0.58,On,NEM,Gas,-
Origin Energy Limited,Chifley Square,F,NSW,"3,593",998,547,41,588,0.55,On,NEM,Gas,-
Origin Energy Limited,Darling Downs Power Station,F,QLD,"3,758,664","1,044,073","438,533","17,971","456,504",0.42,On,NEM,Gas,-
Origin Energy Limited,Drapac,F,VIC,"2,179",605,381,32,413,0.63,On,NEM,Gas,-
Origin Energy Limited,Eraring Power Station,F,NSW,"64,634,548","17,954,041","15,443,593","14,372","15,457,965",0.86,On,NEM,Black Coal,-
Origin Energy Limited,Exhibition Street,F,VIC,"7,260","2,017","1,144",108,"1,252",0.57,On,NEM,Gas,-
Origin Energy Limited,Kent Street,F,NSW,"11,150","3,097","1,611",127,"1,738",0.52,On,NEM,Gas,-
Origin Energy Limited,La Trobe,F,VIC,"2,342",651,399,35,434,0.61,On,NEM,Gas,-
Origin Energy Limited,Ladbroke Grove Power Station,F,SA,"572,603","159,056","84,409",459,"84,868",0.53,On,NEM,Gas,-
Origin Energy Limited,Mirvac,F,NSW,"17,800","4,945","2,729",203,"2,932",0.55,On,NEM,Gas,-
Origin Energy Limited,Mortlake Power Station,F,VIC,"4,375,897","1,215,527","678,503","5,027","683,530",0.56,On,NEM,Gas,-
Origin Energy Limited,Mount,F,NSW,"7,384","2,051","1,164",84,"1,248",0.57,On,NEM,Gas,-
Origin Energy Limited,Mt Stuart Power Station,F,QLD,"22,704","6,307","10,728","3,504","14,232",1.7,On,NEM,Kerosene,-
Origin Energy Limited,Quarantine Power Station,F,SA,"715,826","198,840","124,871","1,661","126,532",0.63,On,NEM,Gas,-
Origin Energy Limited,Roma Power Station,F,QLD,"77,214","21,448","16,028",951,"16,979",0.75,On,NEM,Gas,-
Origin Energy Limited,Shoalhaven Scheme,F,NSW,"567,401","157,612","1,220","237,738","238,958",0.01,On,NEM,Hydro,-
Origin Energy Limited,Stockland Headquarters,F,NSW,"4,728","1,313",760,54,814,0.58,On,NEM,Gas,-
Origin Energy Limited,University of NSW,F,NSW,"8,659","2,405","1,328",99,"1,427",0.55,On,NEM,Gas,-
