Reporting Entity,Facility Name,Type,State,Electricity Production (GJ),ACTUAL_GEN,EMISSION,EMISSION_SCOPE_2,TOTAL_EMISSION,EMISSION INTENSITY,Grid Connected,Grid,FUELTYPE,Important Notes
VENA ENERGY SERVICES (AUSTRALIA) PTY LTD,Tailem Bend Solar farm,F,SA,"685,909","190,530",27,565,592,0,On,NEM,Solar,-
VENA ENERGY SERVICES (AUSTRALIA) PTY LTD,Corporate Total,C,-,"685,909","190,530",27,565,592,-,-,-,-,-
WATER CORPORATION,Cocos Keeling Islands - Home Island Generation,F,WA,"9,282","2,578","1,840",0,"1,840",0.71,Off,Off-grid,Diesel,-
WATER CORPORATION,Cocos Keeling Islands - West Island Generation,F,WA,"8,789","2,441","1,948",0,"1,948",0.8,Off,Off-grid,Diesel,-
WATER CORPORATION,Corporate Total,C,-,"18,071","5,020","3,788",0,"3,788",-,-,-,-,-
WEL 1 PTY LTD,Clermont Solar Farm,F,QLD,"5,939","1,650",3,0,3,0,On,NEM,Solar,-
WEL 1 PTY LTD,Wemen Solar Farm,F,VIC,"438,407","121,780",0,0,0,0,On,NEM,Solar,-
WEL 1 PTY LTD,Corporate Total,C,-,"444,346","123,429",3,0,3,-,-,-,-,-
WHITE ROCK SOLAR FARM (HOLDING) PTY LTD,White Rock Solar Farm Pty Ltd,F,NSW,"126,868","35,241",0,51,51,0,On,NEM,Solar,-
WHITE ROCK SOLAR FARM (HOLDING) PTY LTD,Corporate Total,C,-,"126,868","35,241",0,51,51,-,-,-,-,-
WILD CATTLE HILL PTY LTD,Wild Cattle Hill Wind Farm,F,TAS,"278,313","77,039",113,63,176,0,On,NEM,Wind,-
WILD CATTLE HILL PTY LTD,Corporate Total,C,-,"278,313","77,039",113,63,176,-,-,-,-,-
YARA AUSTRALIA PTY LTD,YPF UTILITIES PRODUCTION AND SUPPLY,F,WA,"57,594","15,998","22,904",0,"22,904",1.43,Off,Off-grid,Gas,-
YARA AUSTRALIA PTY LTD,Corporate Total,C,-,"57,594","15,998","22,904",0,"22,904",-,-,-,-,-
Grand Total,-,-,-,"801,075,331","222,520,655","156,859,418","1,723,825","158,583,243",-,-,-,-,-
Grid Connected Total,-,-,-,"787,368,085","218,713,087","155,025,252","1,722,012","156,747,264",-,-,-,-,-
